alert_id,alert_type,is_sar,tran_id,orig_acct,bene_acct,tx_type,base_amt,tran_timestamp
1,fan_in,True,292,540,239,PAYMENT,531.04,2022-01-01T00:00:00Z
0,fan_in,True,662,783,162,PAYMENT,777.36,2022-01-01T00:00:00Z
2,fan_in,True,783,1031,192,CASH_OUT,394.1,2022-01-01T00:00:00Z
0,fan_in,True,4372,605,162,TRANSFER,901.55,2022-01-04T00:00:00Z
0,fan_in,True,7533,14,162,CASH_IN,351.91,2022-01-07T00:00:00Z
0,fan_in,True,11672,1436,162,TRANSFER,497.8,2022-01-10T00:00:00Z
5,fan_out,True,15161,60,165,PAYMENT,845.5,2022-01-13T00:00:00Z
0,fan_in,True,15501,1277,162,CASH_OUT,961.3,2022-01-13T00:00:00Z
0,fan_in,True,18376,885,162,PAYMENT,895.6,2022-01-16T00:00:00Z
3,fan_out,True,21246,247,938,CASH_IN,347.9,2022-01-18T00:00:00Z
3,fan_out,True,22683,247,395,TRANSFER,326.67,2022-01-19T00:00:00Z
0,fan_in,True,23135,951,162,CASH_OUT,949.14,2022-01-19T00:00:00Z
0,fan_in,True,26193,130,162,TRANSFER,787.78,2022-01-22T00:00:00Z
3,fan_out,True,26674,247,1317,CASH_OUT,120.37,2022-01-22T00:00:00Z
3,fan_out,True,26675,247,1267,PAYMENT,120.37,2022-01-22T00:00:00Z
3,fan_out,True,27600,247,335,CASH_OUT,379.83,2022-01-23T00:00:00Z
0,fan_in,True,29543,243,162,PAYMENT,712.73,2022-01-25T00:00:00Z
4,fan_out,True,29645,364,1133,PAYMENT,678.79,2022-01-25T00:00:00Z
0,fan_in,True,34118,1180,162,PAYMENT,964.28,2022-01-28T00:00:00Z
0,fan_in,True,37586,236,162,CASH_OUT,404.47,2022-01-31T00:00:00Z
0,fan_in,True,40568,39,162,CASH_IN,965.82,2022-02-03T00:00:00Z
3,fan_out,True,44188,247,159,CASH_OUT,687.32,2022-02-06T00:00:00Z
0,fan_in,True,45096,1179,162,CASH_IN,238.37,2022-02-06T00:00:00Z
1,fan_in,True,52576,114,239,TRANSFER,376.41,2022-02-12T00:00:00Z
3,fan_out,True,67327,247,408,CASH_IN,191.33,2022-02-25T00:00:00Z
3,fan_out,True,73850,247,1195,CASH_IN,703.93,2022-03-02T00:00:00Z
3,fan_out,True,75034,247,926,CASH_IN,599.59,2022-03-03T00:00:00Z
5,fan_out,True,81025,60,717,TRANSFER,534.72,2022-03-08T00:00:00Z
3,fan_out,True,83188,247,1093,TRANSFER,550.29,2022-03-09T00:00:00Z
3,fan_out,True,84801,247,1099,TRANSFER,448.38,2022-03-11T00:00:00Z
2,fan_in,True,96902,787,192,CASH_IN,136.67,2022-03-21T00:00:00Z
1,fan_in,True,103546,393,239,CASH_IN,333.05,2022-03-26T00:00:00Z
4,fan_out,True,135553,364,933,TRANSFER,281.99,2022-04-22T00:00:00Z
9,scatter_gather,True,140961,1386,937,PAYMENT,195.63,2022-04-27T00:00:00Z
9,scatter_gather,True,140962,1386,81,CASH_IN,195.63,2022-04-27T00:00:00Z
9,scatter_gather,True,141478,1386,1257,PAYMENT,195.63,2022-04-28T00:00:00Z
9,scatter_gather,True,141479,1386,627,CASH_IN,195.63,2022-04-28T00:00:00Z
9,scatter_gather,True,142896,1386,1229,TRANSFER,195.63,2022-04-29T00:00:00Z
4,fan_out,True,143047,364,766,PAYMENT,726.29,2022-04-29T00:00:00Z
9,scatter_gather,True,143654,1386,478,TRANSFER,195.63,2022-04-30T00:00:00Z
9,scatter_gather,True,143655,1386,467,PAYMENT,195.63,2022-04-30T00:00:00Z
9,scatter_gather,True,143656,1386,989,TRANSFER,195.63,2022-04-30T00:00:00Z
9,scatter_gather,True,143657,1386,725,CASH_IN,195.63,2022-04-30T00:00:00Z
9,scatter_gather,True,143658,1386,116,TRANSFER,195.63,2022-04-30T00:00:00Z
4,fan_out,True,144858,364,326,PAYMENT,554.48,2022-05-01T00:00:00Z
9,scatter_gather,True,145654,1386,410,CASH_OUT,195.63,2022-05-01T00:00:00Z
9,scatter_gather,True,145655,1386,92,PAYMENT,195.63,2022-05-01T00:00:00Z
9,scatter_gather,True,145656,1386,40,PAYMENT,195.63,2022-05-01T00:00:00Z
9,scatter_gather,True,147604,725,1017,CASH_OUT,195.63,2022-05-03T00:00:00Z
9,scatter_gather,True,147605,81,1017,PAYMENT,195.63,2022-05-03T00:00:00Z
9,scatter_gather,True,148670,116,1017,CASH_OUT,195.63,2022-05-04T00:00:00Z
9,scatter_gather,True,148671,1257,1017,PAYMENT,195.63,2022-05-04T00:00:00Z
9,scatter_gather,True,148672,410,1017,TRANSFER,195.63,2022-05-04T00:00:00Z
9,scatter_gather,True,148673,92,1017,CASH_OUT,195.63,2022-05-04T00:00:00Z
9,scatter_gather,True,149656,478,1017,CASH_OUT,195.63,2022-05-05T00:00:00Z
9,scatter_gather,True,149657,467,1017,CASH_IN,195.63,2022-05-05T00:00:00Z
9,scatter_gather,True,149658,1229,1017,CASH_IN,195.63,2022-05-05T00:00:00Z
9,scatter_gather,True,150300,989,1017,CASH_IN,195.63,2022-05-06T00:00:00Z
9,scatter_gather,True,150301,627,1017,PAYMENT,195.63,2022-05-06T00:00:00Z
9,scatter_gather,True,150302,40,1017,CASH_IN,195.63,2022-05-06T00:00:00Z
1,fan_in,True,151742,1404,239,CASH_OUT,597.69,2022-05-07T00:00:00Z
5,fan_out,True,155515,60,361,CASH_IN,146.47,2022-05-11T00:00:00Z
4,fan_out,True,157196,364,1069,CASH_OUT,382.55,2022-05-13T00:00:00Z
5,fan_out,True,157870,60,89,CASH_OUT,650.85,2022-05-13T00:00:00Z
5,fan_out,True,158110,60,521,TRANSFER,871.39,2022-05-14T00:00:00Z
2,fan_in,True,180104,45,192,CASH_IN,593.74,2022-06-08T00:00:00Z
5,fan_out,True,188464,60,127,CASH_IN,541.54,2022-06-20T00:00:00Z
6,scatter_gather,True,190553,62,252,CASH_IN,186.74,2022-06-23T00:00:00Z
6,scatter_gather,True,190554,62,103,CASH_OUT,186.74,2022-06-23T00:00:00Z
6,scatter_gather,True,190555,62,743,PAYMENT,186.74,2022-06-23T00:00:00Z
6,scatter_gather,True,190556,62,200,CASH_OUT,186.74,2022-06-23T00:00:00Z
6,scatter_gather,True,191055,62,263,TRANSFER,186.74,2022-06-24T00:00:00Z
6,scatter_gather,True,191056,62,1288,PAYMENT,186.74,2022-06-24T00:00:00Z
6,scatter_gather,True,191838,62,695,PAYMENT,186.74,2022-06-25T00:00:00Z
6,scatter_gather,True,191839,62,666,CASH_OUT,186.74,2022-06-25T00:00:00Z
6,scatter_gather,True,193370,200,453,CASH_IN,186.74,2022-06-27T00:00:00Z
6,scatter_gather,True,193584,666,453,TRANSFER,186.74,2022-06-28T00:00:00Z
4,fan_out,True,194095,364,264,CASH_IN,729.42,2022-06-29T00:00:00Z
6,scatter_gather,True,194188,103,453,CASH_OUT,186.74,2022-06-29T00:00:00Z
6,scatter_gather,True,195141,252,453,PAYMENT,186.74,2022-06-30T00:00:00Z
5,fan_out,True,202147,60,1118,TRANSFER,526.08,2022-07-13T00:00:00Z
4,fan_out,True,203548,364,69,CASH_OUT,598.95,2022-07-16T00:00:00Z
4,fan_out,True,203549,364,843,CASH_OUT,598.95,2022-07-16T00:00:00Z
4,fan_out,True,210246,364,1296,TRANSFER,234.64,2022-07-29T00:00:00Z
