alert_id,alert_type,is_sar,tran_id,orig_acct,bene_acct,tx_type,base_amt,tran_timestamp
1,fan_in,True,250,540,239,PAYMENT,783.11,2022-01-01T00:00:00Z
0,fan_in,True,434,783,162,PAYMENT,790.53,2022-01-01T00:00:00Z
2,fan_in,True,730,1031,192,CASH_OUT,463.38,2022-01-01T00:00:00Z
0,fan_in,True,3900,605,162,TRANSFER,938.54,2022-01-04T00:00:00Z
0,fan_in,True,7507,14,162,CASH_IN,587.58,2022-01-07T00:00:00Z
0,fan_in,True,12090,1436,162,TRANSFER,349.77,2022-01-10T00:00:00Z
0,fan_in,True,14944,1277,162,CASH_OUT,445.43,2022-01-13T00:00:00Z
5,fan_out,True,15374,60,165,PAYMENT,143.69,2022-01-13T00:00:00Z
0,fan_in,True,18907,885,162,PAYMENT,370.21,2022-01-16T00:00:00Z
3,fan_out,True,20894,247,938,CASH_IN,169.46,2022-01-18T00:00:00Z
3,fan_out,True,22306,247,395,TRANSFER,677.63,2022-01-19T00:00:00Z
0,fan_in,True,22507,951,162,CASH_OUT,816.26,2022-01-19T00:00:00Z
3,fan_out,True,26227,247,1317,CASH_OUT,785.51,2022-01-22T00:00:00Z
3,fan_out,True,26228,247,1267,PAYMENT,785.51,2022-01-22T00:00:00Z
0,fan_in,True,26796,130,162,TRANSFER,411.26,2022-01-22T00:00:00Z
3,fan_out,True,27436,247,335,CASH_OUT,325.88,2022-01-23T00:00:00Z
0,fan_in,True,29765,243,162,PAYMENT,223.58,2022-01-25T00:00:00Z
4,fan_out,True,29767,364,1133,PAYMENT,316.79,2022-01-25T00:00:00Z
0,fan_in,True,33912,1180,162,PAYMENT,993.03,2022-01-28T00:00:00Z
0,fan_in,True,37070,236,162,CASH_OUT,929.19,2022-01-31T00:00:00Z
0,fan_in,True,40498,39,162,CASH_IN,148.32,2022-02-03T00:00:00Z
3,fan_out,True,44405,247,159,CASH_OUT,485.95,2022-02-06T00:00:00Z
0,fan_in,True,44799,1179,162,CASH_IN,748.41,2022-02-06T00:00:00Z
1,fan_in,True,52181,114,239,TRANSFER,368.01,2022-02-12T00:00:00Z
3,fan_out,True,67917,247,408,CASH_IN,400.21,2022-02-25T00:00:00Z
3,fan_out,True,74081,247,1195,CASH_IN,331.24,2022-03-02T00:00:00Z
3,fan_out,True,75555,247,926,CASH_IN,620.86,2022-03-03T00:00:00Z
5,fan_out,True,81159,60,717,TRANSFER,525.59,2022-03-08T00:00:00Z
3,fan_out,True,82983,247,1093,TRANSFER,209.55,2022-03-09T00:00:00Z
3,fan_out,True,85164,247,1099,TRANSFER,789.0,2022-03-11T00:00:00Z
2,fan_in,True,97759,787,192,CASH_IN,701.2,2022-03-21T00:00:00Z
1,fan_in,True,103788,393,239,CASH_IN,599.53,2022-03-26T00:00:00Z
4,fan_out,True,135862,364,933,TRANSFER,593.17,2022-04-22T00:00:00Z
9,scatter_gather,True,140943,1386,937,PAYMENT,195.63,2022-04-27T00:00:00Z
9,scatter_gather,True,140944,1386,81,CASH_IN,195.63,2022-04-27T00:00:00Z
9,scatter_gather,True,142289,1386,1257,PAYMENT,195.63,2022-04-28T00:00:00Z
9,scatter_gather,True,142290,1386,627,CASH_IN,195.63,2022-04-28T00:00:00Z
4,fan_out,True,142583,364,766,PAYMENT,665.79,2022-04-29T00:00:00Z
9,scatter_gather,True,143187,1386,1229,TRANSFER,195.63,2022-04-29T00:00:00Z
9,scatter_gather,True,144008,1386,478,TRANSFER,195.63,2022-04-30T00:00:00Z
9,scatter_gather,True,144009,1386,467,PAYMENT,195.63,2022-04-30T00:00:00Z
9,scatter_gather,True,144010,1386,989,TRANSFER,195.63,2022-04-30T00:00:00Z
9,scatter_gather,True,144011,1386,725,CASH_IN,195.63,2022-04-30T00:00:00Z
9,scatter_gather,True,144012,1386,116,TRANSFER,195.63,2022-04-30T00:00:00Z
9,scatter_gather,True,144744,1386,410,CASH_OUT,195.63,2022-05-01T00:00:00Z
9,scatter_gather,True,144745,1386,92,PAYMENT,195.63,2022-05-01T00:00:00Z
9,scatter_gather,True,144746,1386,40,PAYMENT,195.63,2022-05-01T00:00:00Z
4,fan_out,True,144963,364,326,PAYMENT,118.55,2022-05-01T00:00:00Z
9,scatter_gather,True,147258,725,1017,CASH_OUT,195.63,2022-05-03T00:00:00Z
9,scatter_gather,True,147259,81,1017,TRANSFER,195.63,2022-05-03T00:00:00Z
9,scatter_gather,True,147781,116,1017,PAYMENT,195.63,2022-05-04T00:00:00Z
9,scatter_gather,True,147782,1257,1017,PAYMENT,195.63,2022-05-04T00:00:00Z
9,scatter_gather,True,147783,410,1017,TRANSFER,195.63,2022-05-04T00:00:00Z
9,scatter_gather,True,147784,92,1017,CASH_IN,195.63,2022-05-04T00:00:00Z
9,scatter_gather,True,149782,478,1017,CASH_OUT,195.63,2022-05-05T00:00:00Z
9,scatter_gather,True,149783,467,1017,CASH_IN,195.63,2022-05-05T00:00:00Z
9,scatter_gather,True,149784,1229,1017,CASH_IN,195.63,2022-05-05T00:00:00Z
9,scatter_gather,True,150141,989,1017,CASH_OUT,195.63,2022-05-06T00:00:00Z
9,scatter_gather,True,150142,627,1017,CASH_IN,195.63,2022-05-06T00:00:00Z
9,scatter_gather,True,150143,40,1017,CASH_IN,195.63,2022-05-06T00:00:00Z
1,fan_in,True,151478,1404,239,CASH_OUT,559.98,2022-05-07T00:00:00Z
5,fan_out,True,155106,60,361,CASH_IN,477.2,2022-05-11T00:00:00Z
5,fan_out,True,156899,60,89,CASH_OUT,537.57,2022-05-13T00:00:00Z
4,fan_out,True,157186,364,1069,CASH_OUT,835.06,2022-05-13T00:00:00Z
5,fan_out,True,158118,60,521,TRANSFER,628.81,2022-05-14T00:00:00Z
2,fan_in,True,180090,45,192,CASH_IN,179.97,2022-06-08T00:00:00Z
1,fan_in,True,186910,471,239,CASH_OUT,74.24,2022-06-18T00:00:00Z
5,fan_out,True,188637,60,127,CASH_IN,271.03,2022-06-20T00:00:00Z
6,scatter_gather,True,190291,62,252,CASH_IN,186.74,2022-06-23T00:00:00Z
6,scatter_gather,True,190292,62,103,CASH_OUT,186.74,2022-06-23T00:00:00Z
6,scatter_gather,True,190293,62,743,PAYMENT,186.74,2022-06-23T00:00:00Z
6,scatter_gather,True,190294,62,200,CASH_IN,186.74,2022-06-23T00:00:00Z
6,scatter_gather,True,191218,62,263,TRANSFER,186.74,2022-06-24T00:00:00Z
6,scatter_gather,True,191219,62,1288,PAYMENT,186.74,2022-06-24T00:00:00Z
6,scatter_gather,True,191620,62,695,PAYMENT,186.74,2022-06-25T00:00:00Z
6,scatter_gather,True,191621,62,666,CASH_OUT,186.74,2022-06-25T00:00:00Z
6,scatter_gather,True,193030,200,453,CASH_IN,186.74,2022-06-27T00:00:00Z
6,scatter_gather,True,193793,666,453,TRANSFER,186.74,2022-06-28T00:00:00Z
6,scatter_gather,True,194057,103,453,CASH_IN,186.74,2022-06-29T00:00:00Z
4,fan_out,True,194110,364,264,CASH_IN,246.22,2022-06-29T00:00:00Z
6,scatter_gather,True,194571,252,453,TRANSFER,186.74,2022-06-30T00:00:00Z
5,fan_out,True,201729,60,1118,TRANSFER,655.33,2022-07-13T00:00:00Z
4,fan_out,True,203695,364,69,CASH_OUT,808.41,2022-07-16T00:00:00Z
4,fan_out,True,203696,364,843,CASH_OUT,808.41,2022-07-16T00:00:00Z
4,fan_out,True,209711,364,1296,TRANSFER,392.53,2022-07-29T00:00:00Z
5,fan_out,True,225106,60,267,CASH_IN,330.7,2022-08-31T00:00:00Z
7,scatter_gather,True,227070,57,713,CASH_IN,194.26,2022-09-04T00:00:00Z
7,scatter_gather,True,227071,57,1347,TRANSFER,194.26,2022-09-04T00:00:00Z
7,scatter_gather,True,227072,57,1190,CASH_OUT,194.26,2022-09-04T00:00:00Z
7,scatter_gather,True,227073,57,399,CASH_OUT,194.26,2022-09-04T00:00:00Z
7,scatter_gather,True,227074,57,359,PAYMENT,194.26,2022-09-04T00:00:00Z
7,scatter_gather,True,227075,57,1149,CASH_OUT,194.26,2022-09-04T00:00:00Z
7,scatter_gather,True,227275,57,329,CASH_OUT,194.26,2022-09-05T00:00:00Z
7,scatter_gather,True,227276,57,1100,CASH_IN,194.26,2022-09-05T00:00:00Z
7,scatter_gather,True,227277,57,1090,CASH_IN,194.26,2022-09-05T00:00:00Z
7,scatter_gather,True,227278,57,823,PAYMENT,194.26,2022-09-05T00:00:00Z
7,scatter_gather,True,227279,57,555,CASH_IN,194.26,2022-09-05T00:00:00Z
7,scatter_gather,True,228220,1347,398,TRANSFER,165.76,2022-09-07T00:00:00Z
7,scatter_gather,True,228221,1190,398,CASH_IN,194.26,2022-09-07T00:00:00Z
7,scatter_gather,True,228222,329,398,TRANSFER,194.26,2022-09-07T00:00:00Z
7,scatter_gather,True,228223,555,398,PAYMENT,194.26,2022-09-07T00:00:00Z
4,fan_out,True,235718,364,781,CASH_IN,265.13,2022-09-24T00:00:00Z
1,fan_in,True,247539,1203,239,CASH_IN,162.36,2022-10-22T00:00:00Z
5,fan_out,True,252093,60,557,CASH_IN,785.6,2022-11-03T00:00:00Z
5,fan_out,True,255248,60,452,CASH_OUT,959.42,2022-11-11T00:00:00Z
5,fan_out,True,264451,60,255,CASH_IN,515.4,2022-12-04T00:00:00Z
5,fan_out,True,264700,60,623,CASH_IN,549.2,2022-12-05T00:00:00Z
4,fan_out,True,290595,364,1364,TRANSFER,936.67,2023-02-19T00:00:00Z
4,fan_out,True,295375,364,1114,CASH_IN,959.69,2023-03-06T00:00:00Z
5,fan_out,True,301973,60,1214,TRANSFER,927.87,2023-03-26T00:00:00Z
10,scatter_gather,True,304440,242,27,PAYMENT,166.57,2023-04-03T00:00:00Z
10,scatter_gather,True,305333,82,27,PAYMENT,192.49,2023-04-06T00:00:00Z
10,scatter_gather,True,305334,173,27,CASH_OUT,192.49,2023-04-06T00:00:00Z
10,scatter_gather,True,306012,111,27,CASH_IN,192.49,2023-04-08T00:00:00Z
10,scatter_gather,True,306013,1293,27,CASH_OUT,192.49,2023-04-08T00:00:00Z
10,scatter_gather,True,306788,55,27,CASH_IN,192.49,2023-04-11T00:00:00Z
5,fan_out,True,308906,60,1212,CASH_OUT,532.29,2023-04-18T00:00:00Z
8,scatter_gather,True,315270,66,1445,CASH_IN,199.79,2023-05-09T00:00:00Z
8,scatter_gather,True,315271,8,1445,CASH_OUT,199.79,2023-05-09T00:00:00Z
8,scatter_gather,True,315272,44,1445,TRANSFER,199.79,2023-05-09T00:00:00Z
